315 -0.05433 -0.02903 0.09836 0.06949 -0.11003 0.02520 0.99118
315 -0.13351 -0.05806 0.22491 0.08477 -0.15081 0.02787 0.98453
315 -0.16427 -0.07100 0.26024 0.09090 -0.16495 0.03012 0.98164
315 -0.19103 -0.08417 0.28328 0.09698 -0.17833 0.03170 0.97867
315 -0.24306 -0.10341 0.33395 0.10370 -0.19581 0.03432 0.97454
315 -0.28380 -0.12398 0.36445 0.11130 -0.20873 0.03669 0.97093
315 -0.32248 -0.14549 0.39105 0.11904 -0.22003 0.03894 0.96742
315 -0.37676 -0.17525 0.42312 0.12892 -0.23455 0.04214 0.96260
315 -0.44456 -0.21046 0.45869 0.13887 -0.25074 0.04533 0.95697
315 -0.51035 -0.24536 0.48845 0.14758 -0.26563 0.04796 0.95150
315 -0.57855 -0.28108 0.50972 0.15519 -0.27960 0.05094 0.94612
315 -0.67648 -0.33022 0.54448 0.16456 -0.29631 0.05431 0.93924
315 -0.74862 -0.36732 0.56115 0.17028 -0.30786 0.05650 0.93437
315 -0.86677 -0.42591 0.59290 0.18013 -0.32531 0.05941 0.92639
315 -0.96475 -0.47806 0.60684 0.18725 -0.33808 0.06190 0.92022
315 -1.08631 -0.53824 0.63040 0.19484 -0.35314 0.06423 0.91280
315 -1.20301 -0.60047 0.63996 0.20026 -0.36568 0.06582 0.90656
315 -1.35318 -0.67972 0.65547 0.20818 -0.38060 0.06838 0.89841
315 -1.46424 -0.74133 0.65881 0.21332 -0.39070 0.06986 0.89273
315 -1.63395 -0.83361 0.66692 0.22258 -0.40575 0.07310 0.88345
315 -1.78940 -0.91998 0.66443 0.22976 -0.41786 0.07555 0.87572
315 -1.94433 -1.01093 0.66432 0.23779 -0.42972 0.07808 0.86758
315 -2.11885 -1.11175 0.65382 0.24633 -0.44038 0.08086 0.85956
315 -2.33225 -1.23711 0.64159 0.25519 -0.45531 0.08277 0.84895
315 -2.48774 -1.33352 0.62590 0.26038 -0.46419 0.08337 0.84248
315 -2.72944 -1.47830 0.60100 0.26934 -0.47707 0.08576 0.83217
315 -2.93653 -1.60574 0.57087 0.27506 -0.48821 0.08588 0.82379
315 -3.15400 -1.74914 0.53737 0.28267 -0.50006 0.08668 0.81396
316 -3.37867 -1.89382 0.49497 0.28941 -0.51039 0.08722 0.80507
316 -3.63781 -2.07234 0.44011 0.29808 -0.52207 0.08806 0.79425
316 -3.83943 -2.21147 0.39432 0.30331 -0.53015 0.08720 0.78698
316 -4.11154 -2.40882 0.32323 0.31171 -0.54109 0.08765 0.77613
316 -4.37220 -2.59002 0.25206 0.31835 -0.55067 0.08746 0.76666
316 -4.61336 -2.77706 0.17910 0.32582 -0.55881 0.08806 0.75751
316 -4.89538 -2.97830 0.09151 0.33266 -0.56766 0.08779 0.74793
316 -5.18618 -3.20325 -0.00920 0.34055 -0.57573 0.08806 0.73811
316 -5.45132 -3.39875 -0.09968 0.34660 -0.58255 0.08759 0.72996
316 -5.75374 -3.63476 -0.21516 0.35450 -0.59073 0.08698 0.71959
316 -6.07804 -3.87487 -0.34079 0.36234 -0.59941 0.08707 0.70840
316 -6.34914 -4.08657 -0.45094 0.36813 -0.60600 0.08524 0.69998
316 -6.69232 -4.34234 -0.59646 0.37595 -0.61392 0.08459 0.68892
316 -7.03416 -4.59461 -0.74722 0.38337 -0.62045 0.08457 0.67890
316 -7.34623 -4.82789 -0.88949 0.38989 -0.62637 0.08393 0.66977
316 -7.71076 -5.09442 -1.06403 0.39605 -0.63261 0.08264 0.66040
316 -8.09356 -5.37581 -1.25538 0.40202 -0.63911 0.08201 0.65053
316 -8.42315 -5.61112 -1.42178 0.40567 -0.64433 0.07967 0.64337
316 -8.82483 -5.89858 -1.63498 0.40981 -0.65163 0.07743 0.63359
316 -9.23338 -6.17474 -1.85481 0.41363 -0.65959 0.07529 0.62305
316 -9.59340 -6.43711 -2.06035 0.41866 -0.66578 0.07457 0.61311
316 -10.02307 -6.72205 -2.30494 0.42281 -0.67238 0.07322 0.60313
316 -10.46546 -7.02702 -2.56914 0.42719 -0.67940 0.07177 0.59227
316 -10.85614 -7.26804 -2.79630 0.42977 -0.68566 0.06941 0.58340
316 -11.32217 -7.57790 -3.08611 0.43398 -0.69319 0.06825 0.57140
316 -11.80307 -7.86442 -3.38210 0.43681 -0.70068 0.06638 0.56021
316 -12.23578 -8.14742 -3.66391 0.44036 -0.70680 0.06495 0.54982
316 -12.74600 -8.42908 -3.98515 0.44167 -0.71437 0.06196 0.53923
316 -13.26394 -8.74291 -4.33070 0.44441 -0.72112 0.06031 0.52806
316 -13.73036 -8.97132 -4.62392 0.44456 -0.72746 0.05705 0.51952
317 -14.27953 -9.27957 -4.99539 0.44599 -0.73489 0.05363 0.50809
317 -14.84909 -9.55166 -5.37108 -0.44546 0.74253 -0.04896 -0.49781
